osm_id,name,ref,type,oneway,maxspeed,geometry1
19853804,,A4,motorway,1,0,"LINESTRING (13.6020321 45.7784795, 13.6012873 45.7788362, 13.6006044 45.7792684, 13.5998137 45.7799312, 13.5983967 45.7818047, 13.5952413 45.7865147, 13.5942718 45.787955, 13.5932867 45.7891987, 13.5922123 45.790143, 13.5907178 45.7909696, 13.589446 45.791869, 13.5886078 45.792517, 13.5878136 45.7932681, 13.5869886 45.7942716, 13.5840736 45.798422, 13.5824224 45.8009048, 13.5816883 45.8019409, 13.5811923 45.8025064, 13.5805489 45.8030959, 13.5800382 45.8035186, 13.5794568 45.803946, 13.5790673 45.8042666, 13.5786763 45.8047104, 13.5785178 45.8049911, 13.5782656 45.8052249, 13.5780079 45.8054189, 13.5776316 45.8055786, 13.5771365 45.805772, 13.5756391 45.8068597, 13.5747838 45.8074564, 13.5738215 45.8079756, 13.5729334 45.808339, 13.5723262 45.8085493, 13.5716658 45.8087245, 13.5708388 45.8088847, 13.5691194 45.8091861, 13.5674946 45.8094287, 13.5658429 45.8097594, 13.5650705 45.8099915, 13.5643705 45.8102603, 13.5629108 45.8110069, 13.559429 45.8140079, 13.5587411 45.8145234, 13.558195 45.8148423, 13.5576052 45.8151346, 13.556977 45.8153825, 13.5561936 45.8155961, 13.5538144 45.8159041, 13.5496203 45.8156595, 13.5473427 45.8157731, 13.5444919 45.8162374, 13.5420378 45.8169732, 13.5386704 45.8180195, 13.5346335 45.8193865, 13.5306677 45.8210241, 13.5277058 45.8227969, 13.5261893 45.823929, 13.5235589 45.8262728, 13.5217233 45.8275855, 13.5182412 45.8295324, 13.5161053 45.8314125, 13.5152365 45.832674, 13.5131982 45.8362904, 13.5106293 45.8391462, 13.5075626 45.8409948, 13.5048671 45.8419706, 13.501344 45.8427868, 13.4986547 45.8432794, 13.4964671 45.8433105, 13.4943231 45.8431986, 13.4921045 45.8428293)"
19853902,,A4,motorway,1,0,"LINESTRING (13.7425324 45.7093138, 13.7336694 45.715568, 13.7289392 45.7187658, 13.7270556 45.7199763, 13.6917118 45.7426609, 13.6838466 45.7472612, 13.6796147 45.7497301, 13.6776686 45.7511684, 13.6760237 45.7528202, 13.6732831 45.7564781, 13.6726105 45.7574133, 13.6722592 45.7578676, 13.6718955 45.7583153, 13.671426 45.7587886, 13.6709099 45.7592057, 13.6704748 45.7595013, 13.6699806 45.7597899, 13.6694986 45.7600283, 13.6692627 45.7601363, 13.6690101 45.7602346, 13.6686503 45.7603722, 13.6682915 45.7604926, 13.6675787 45.7607335, 13.6661333 45.7612195, 13.6624534 45.7624448, 13.6606055 45.7630649, 13.658758 45.7636456, 13.6548608 45.7648491, 13.65291 45.7654422, 13.652214 45.765653, 13.6516062 45.765849, 13.6510149 45.7660593, 13.6503803 45.7663275, 13.6497417 45.7666434, 13.6494493 45.7667943, 13.6491603 45.766947, 13.6484477 45.7674088, 13.6480804 45.7676278, 13.6473507 45.7682219, 13.6466667 45.7688364, 13.6457986 45.7695922, 13.6438551 45.7713164, 13.6434308 45.7716996, 13.6430112 45.772079, 13.6425615 45.7724364, 13.6420899 45.7727684, 13.6418367 45.7729203, 13.6415777 45.7730628, 13.6410422 45.7733383, 13.6407124 45.7734844, 13.640353 45.773625, 13.6396541 45.7738741, 13.6393612 45.7739482, 13.639054 45.7740144, 13.638485 45.7741182, 13.6379117 45.7742072, 13.6373026 45.7742733, 13.6369138 45.7743156, 13.6359783 45.7743879, 13.6346501 45.7744914, 13.6324243 45.7746731, 13.6301585 45.7748435, 13.6247259 45.7752241, 13.6197709 45.7755046, 13.6147796 45.7758264, 13.6134626 45.7759885, 13.6132126 45.7760193, 13.6093904 45.7768084, 13.6063406 45.777445, 13.6034181 45.7780335, 13.6020321 45.7784795)"
19854018,,A4,motorway,1,0,"LINESTRING (13.2908536 45.8961054, 13.2926171 45.8957717, 13.298927 45.8944062, 13.302615 45.8936179, 13.3048055 45.8931425)"
22732781,,A4,motorway,1,0,"LINESTRING (9.2686459 45.5560109, 9.2729103 45.5566454, 9.2748426 45.5569145, 9.2823769 45.5580516, 9.2918636 45.5594707, 9.2982464 45.5603909, 9.3028178 45.5611258, 9.3179596 45.5633696, 9.3394733 45.5665563, 9.3445563 45.5673284, 9.350423 45.5681172, 9.3555104 45.5688607, 9.3596676 45.5694337, 9.3606948 45.5695678, 9.364318 45.5701604, 9.3644734 45.570183, 9.3674728 45.5706251, 9.3750379 45.5718075, 9.3896389 45.5739757, 9.3925409 45.5744908, 9.404978 45.5768425, 9.4887283 45.5928992, 9.4973716 45.5945882, 9.4990285 45.5949982, 9.5008155 45.5955285, 9.5054578 45.5970823, 9.5253932 45.603685)"
22732784,,A4,motorway,1,0,"LINESTRING (9.1712196 45.5398174, 9.1741645 45.5408395, 9.1759303 45.5413661, 9.1769042 45.541657, 9.1777179 45.541881, 9.1824911 45.5431941, 9.1960651 45.5467049, 9.198544 45.547361, 9.2008769 45.5478525, 9.2020304 45.5480282)"
22732785,,A4,motorway,1,0,"LINESTRING (9.1711096 45.5400406, 9.1683734 45.5389934, 9.1645723 45.5370857)"
22902283,,A4,motorway,1,0,"LINESTRING (13.7458154 45.7066244, 13.7466921 45.7060071, 13.7487823 45.7044173, 13.7497293 45.703898, 13.7510139 45.7033392, 13.7531391 45.7027697, 13.7577512 45.7016787, 13.7603516 45.7010807, 13.7630136 45.7005716, 13.7660146 45.7001844, 13.7684243 45.7000736, 13.7704469 45.7000544, 13.772726 45.7001036, 13.7756329 45.7003783, 13.7783462 45.7008204, 13.785451 45.7022018, 13.7880601 45.7026063, 13.7901019 45.7027975, 13.7918202 45.7028557, 13.7937057 45.7027832, 13.795229 45.7026062, 13.7965514 45.7023482, 13.7979013 45.701939, 13.7990922 45.7015074, 13.800436 45.7009144, 13.8019157 45.7000911, 13.8033348 45.6991909, 13.8047112 45.697952, 13.8053486 45.6971578, 13.805776 45.6965067)"
22902284,,A4,motorway,1,0,"LINESTRING (13.7423851 45.7091798, 13.7458154 45.7066244)"
23351914,,Autostrada Bolog,motorway,1,0,"LINESTRING (11.7185922 45.0521755, 11.7321415 45.0695744, 11.7350227 45.0732338, 11.7383993 45.0775224, 11.7404472 45.0801873, 11.7413006 45.0813431, 11.7426498 45.0829485, 11.7452001 45.0862651, 11.7463607 45.0878792, 11.7474708 45.0896949, 11.7486226 45.091651)"
23650925,,A4,motorway,1,0,"LINESTRING (11.8957075 45.438378, 11.8899648 45.4403631, 11.8865819 45.441181, 11.8844637 45.4415879)"
23650937,,A4,motorway,1,0,"LINESTRING (11.8844637 45.4415879, 11.8720552 45.4439649)"
23650965,,A4,motorway,1,0,"LINESTRING (11.8843607 45.4414373, 11.8865167 45.4410161, 11.8898756 45.4401778, 11.8955873 45.4382154)"
23650968,,A4,motorway,1,0,"LINESTRING (11.8955873 45.4382154, 11.9026786 45.4357812, 11.9190325 45.4292534, 11.9253167 45.4258876)"
23752173,,A13,motorway,1,0,"LINESTRING (11.3594278 44.5291371, 11.3599943 44.5300208, 11.3604481 44.530713, 11.3607224 44.5311248, 11.3631033 44.5347091, 11.3984548 44.5887046, 11.3991415 44.5897132, 11.40118 44.5928191, 11.4083361 44.6035694, 11.4174663 44.618622, 11.4194512 44.6214544, 11.4229917 44.6254455, 11.4308666 44.634388)"
23770010,,A4,motorway,1,0,"LINESTRING (9.5253932 45.603685, 9.5275077 45.6044201)"
23770012,,A4,motorway,1,0,"LINESTRING (9.5592051 45.615282, 9.551957 45.6129651, 9.5457155 45.6108567, 9.5437152 45.6101758, 9.5419303 45.6095718, 9.5297102 45.60544)"
23770063,,A4,motorway,1,0,"LINESTRING (9.5298611 45.6052102, 9.5400678 45.6087012, 9.5437707 45.6099764, 9.5442049 45.6101302, 9.5520409 45.6127476, 9.5592317 45.6150727)"
23770067,,A4,motorway,1,0,"LINESTRING (9.525232 45.6039039, 9.5053853 45.5972833, 9.5007237 45.5957312, 9.4989913 45.5952352, 9.4972954 45.5948339, 9.4887311 45.5931908, 9.404941 45.5770439, 9.3924937 45.5746548, 9.3896128 45.5741385, 9.3750294 45.5719825, 9.3674257 45.5708207, 9.3644219 45.5703884, 9.3633426 45.5702342, 9.3576049 45.5694053, 9.3554576 45.5691, 9.3503575 45.5683553, 9.3445173 45.5675, 9.3393846 45.566748, 9.3179044 45.5635818, 9.3027443 45.5613658, 9.29819 45.5606331, 9.2918039 45.5596832, 9.282311 45.5582587, 9.2747768 45.5571286, 9.272858 45.5568576, 9.2710349 45.5565727, 9.2685782 45.5562167)"
24048474,,Autostrada Bolog,motorway,1,0,"LINESTRING (11.7174721 45.0507622, 11.7185922 45.0521755)"
24420846,Brenner Autobahn,A13,motorway,1,0,"LINESTRING (11.5075258 47.0112146, 11.5079389 47.0104593, 11.5082107 47.0095125, 11.5083889 47.0085924, 11.5085194 47.0077355, 11.5086198 47.0067661, 11.5086996 47.0060042, 11.5086433 47.0056343, 11.50824 47.00513, 11.507863 47.004524, 11.50761 47.00407, 11.5073933 47.0036885, 11.5071217 47.002968)"
24420847,Brenner Autobahn,A13,motorway,1,0,"LINESTRING (11.5078574 47.0111826, 11.5070844 47.0122084, 11.5067232 47.012743, 11.5065498 47.0132559, 11.5064632 47.0138411, 11.5065282 47.0146069, 11.5069111 47.0154738, 11.5071738 47.0160381)"
24525948,,Autostrada Bolog,motorway,0,0,"LINESTRING (11.4307379 44.6345114, 11.4192497 44.6215345, 11.4178375 44.6195468, 11.4080972 44.6035728, 11.400871 44.5927016, 11.3999203 44.5912494, 11.3982556 44.5887218)"
24525949,,A13,motorway,1,0,"LINESTRING (11.4308666 44.634388, 11.434096 44.6379983)"
24525950,,Autostrada Bolog,motorway,0,0,"LINESTRING (11.4339289 44.6380471, 11.4307379 44.6345114)"
24525951,,Autostrada Bolog,motorway,1,0,"LINESTRING (11.434096 44.6379983, 11.439249 44.6437034, 11.4439454 44.6484394, 11.4482795 44.6529436, 11.4533114 44.6581363, 11.458837 44.6636909, 11.4639115 44.6690261, 11.469072 44.6743905, 11.4722907 44.678387, 11.4751875 44.6819329, 11.4773547 44.6846526, 11.4786851 44.6863155, 11.4807021 44.6888369, 11.4861717 44.6956177, 11.5090262 44.7239684, 11.5154742 44.7319078)"
24573896,,A4,motorway,1,0,"LINESTRING (12.3482059 45.5760215, 12.3461526 45.5748796)"
24972441,,A4,motorway,1,0,"LINESTRING (13.4922051 45.8426095, 13.4943874 45.8429826, 13.4965091 45.8430888, 13.4986222 45.8430582, 13.5012445 45.8425757, 13.5048306 45.8417214, 13.5074896 45.8407931, 13.5104638 45.8389301, 13.51301 45.836149, 13.5150195 45.8325186, 13.5158752 45.8313116, 13.5181548 45.8293047, 13.5216138 45.82735, 13.5234305 45.8261238, 13.526021 45.8237274, 13.5275945 45.8225698, 13.5305946 45.8207898, 13.5345555 45.8191905, 13.5386447 45.8178582, 13.5419529 45.8167638, 13.5444556 45.8160223, 13.5472737 45.8155533, 13.549629 45.8154849, 13.5537441 45.8157407, 13.5561702 45.8154243, 13.5569023 45.8152082, 13.5575585 45.8149401, 13.5580884 45.8146751, 13.5586257 45.8143895, 13.5592938 45.8138816, 13.5627891 45.8109115, 13.564242 45.8101319, 13.5649863 45.8098564, 13.5658731 45.809575, 13.5674653 45.809227, 13.5690696 45.8089866, 13.5708502 45.8086766, 13.5716052 45.8085272, 13.572212 45.8083794, 13.5729524 45.8081507, 13.5738825 45.807754, 13.5746509 45.8073586, 13.5755441 45.806758, 13.5769278 45.8056431, 13.577911 45.8048389, 13.5780553 45.8047317, 13.5792806 45.8038215, 13.5798723 45.8034112, 13.5804118 45.8029842, 13.5810033 45.8024352, 13.5815567 45.8018296, 13.5822833 45.8008477, 13.5839001 45.798303, 13.5867938 45.7941308, 13.5875695 45.7931282, 13.588412 45.7923509, 13.5893186 45.7916607, 13.5906418 45.7907871, 13.5921046 45.7899507, 13.5930965 45.789065, 13.5940996 45.7878419, 13.5950195 45.786479, 13.5982961 45.7817149, 13.5996886 45.7798086, 13.6005074 45.7791317, 13.6011654 45.7786717, 13.6019544 45.7782886, 13.6033299 45.7778358, 13.6065845 45.777203, 13.6102379 45.7764724, 13.6127978 45.7759475, 13.6137963 45.7757875, 13.6147787 45.7756535, 13.6200888 45.7753737, 13.6253429 45.7750185, 13.630159 45.7747104, 13.6324194 45.7745604, 13.6346668 45.7743812, 13.6355707 45.7743036, 13.6364782 45.7742253, 13.6369319 45.7742012, 13.6373937 45.774155, 13.6379036 45.7740968, 13.638308 45.774043, 13.6386605 45.7739904, 13.6390279 45.7739181, 13.6393371 45.7738518, 13.6396377 45.7737694, 13.6403349 45.7735446, 13.6406742 45.7734141, 13.6409963 45.7732663, 13.6415516 45.7729965, 13.6420535 45.772695, 13.6425314 45.7723601, 13.6429771 45.7720048, 13.6433987 45.7716293, 13.6439834 45.7710819, 13.6447959 45.7703601, 13.6456406 45.7695233, 13.646545 45.7686751, 13.6479331 45.767517, 13.6493002 45.7667395, 13.6497734 45.7664663, 13.6505621 45.7660892, 13.6513867 45.7657482, 13.6520914 45.7654863, 13.6527973 45.7652559, 13.6547775 45.7646579, 13.6567573 45.7640763, 13.6587263 45.7634809, 13.6595429 45.7632256, 13.6605844 45.7628993, 13.6624289 45.7622954, 13.6633475 45.7619934, 13.6642485 45.7616847, 13.6652097 45.7613509, 13.6660967 45.7610514, 13.667772 45.760475, 13.6686177 45.760194, 13.6690268 45.7600384, 13.669421 45.7598754, 13.6697596 45.7597171, 13.6700883 45.759559, 13.6704171 45.7593859, 13.670751 45.7591682, 13.6713657 45.7587058, 13.6718594 45.758207, 13.672224 45.7577722, 13.6725603 45.7573154, 13.6732134 45.7563712, 13.6759162 45.7526944, 13.677547 45.7510636, 13.6795382 45.7495982, 13.6837934 45.7471402, 13.6916244 45.7425201, 13.7269752 45.7198331, 13.728806 45.718638, 13.733517 45.7154661, 13.7423851 45.7091798)"
24972445,,A4,motorway,1,0,"LINESTRING (13.4921045 45.8428293, 13.4906145 45.8425812)"
24972465,,A4,motorway,1,0,"LINESTRING (13.4907636 45.8423631, 13.4922051 45.8426095)"
24972471,,A4,motorway,1,0,"LINESTRING (13.4906145 45.8425812, 13.4889475 45.8423037, 13.4867351 45.8422602, 13.4858824 45.8423629, 13.4846718 45.8425088, 13.4828982 45.8429228, 13.4642067 45.850616, 13.4624886 45.8512887, 13.4595991 45.8521444, 13.4548112 45.8528711)"
25007995,,A4,motorway,1,0,"LINESTRING (11.9607668 45.4227745, 11.9637602 45.4233631)"
25007996,,A4,motorway,1,0,"LINESTRING (11.9637602 45.4233631, 12.0054812 45.4319407)"
25007998,,A4,motorway,1,0,"LINESTRING (11.9632367 45.423604, 11.960364 45.422963)"
25007999,,A4,motorway,1,0,"LINESTRING (11.960364 45.422963, 11.9599887 45.4228642, 11.9576504 45.4223491, 11.9487294 45.4205258)"
25159848,,A4,motorway,1,0,"LINESTRING (13.4510175 45.8532896, 13.4547254 45.8527097)"
25159850,,A4,motorway,1,0,"LINESTRING (13.4547254 45.8527097, 13.4593814 45.8519144, 13.462316 45.8511123, 13.4641232 45.850456, 13.4825754 45.8428587, 13.4832753 45.8426693, 13.4845877 45.8423017, 13.4867324 45.8420351, 13.4881199 45.8420473, 13.4889594 45.8420547, 13.4907636 45.8423631)"
25206655,,A4,motorway,1,0,"LINESTRING (12.722855 45.7505636, 12.7182423 45.7490738, 12.6894593 45.73992, 12.6523022 45.72805, 12.6482331 45.7265306, 12.6446509 45.7249929, 12.6418384 45.7236533, 12.6391585 45.7222408, 12.6369159 45.7209629, 12.6329301 45.7186809, 12.6192725 45.7107374, 12.6183296 45.7102374, 12.6156229 45.7088612, 12.6141842 45.7081475, 12.613343 45.707797, 12.6086668 45.7058336, 12.6071299 45.7052254, 12.5904278 45.699219, 12.5869911 45.6978704, 12.5833918 45.696288, 12.5362339 45.6737646, 12.529731 45.6707071, 12.5264026 45.669036, 12.5255347 45.6686676, 12.4797994 45.6492478, 12.4776298 45.6482503, 12.4531442 45.6346101, 12.4483021 45.6319682, 12.4435572 45.6297462, 12.4301131 45.6235956, 12.4157677 45.6170042, 12.4110972 45.6145941, 12.4071201 45.6129187, 12.405007 45.611763, 12.4044914 45.6113847, 12.4036059 45.6106719, 12.4017415 45.6094417, 12.3969751 45.6068169, 12.386043 45.6007952, 12.3825621 45.5987459, 12.3799085 45.596963, 12.365314 45.586873, 12.3596103 45.5829621)"
25223191,,A4,motorway,1,0,"LINESTRING (12.7704305 45.7769517, 12.7725115 45.7781103, 12.7749943 45.7793571, 12.7785101 45.7810119, 12.7821792 45.7825195, 12.7858987 45.783879, 12.7896341 45.785025, 12.794113 45.786227, 12.7986958 45.7871973, 12.8031219 45.7879757, 12.8068367 45.7884777, 12.8108427 45.7889701, 12.8129142 45.7892732, 12.8150861 45.7896103, 12.8176431 45.790094, 12.819345 45.7904712, 12.8213477 45.7909354, 12.8228846 45.7913465, 12.825654 45.7921546, 12.8274369 45.7927515, 12.8315172 45.7940552, 12.8337126 45.7947567, 12.8361965 45.7954983, 12.8388854 45.7962312, 12.8426908 45.7970632, 12.8785011 45.8036757, 12.8814867 45.8041745, 12.8847982 45.804583, 12.8873077 45.8047965, 12.8900902 45.8049589, 12.8921333 45.805036, 12.8952299 45.8050622, 12.8983302 45.8049538, 12.9029492 45.8048005, 12.9071749 45.8048084, 12.9099394 45.8049303, 12.9129198 45.8051185, 12.9224564 45.8058807, 12.9616523 45.8089582, 12.9644908 45.8092168, 12.9668757 45.8095182, 12.9687766 45.8097855, 12.9711275 45.8101932, 12.9948941 45.8144904, 12.9987398 45.815159, 13.0052459 45.8163269, 13.0087274 45.8167525, 13.0147631 45.8172663, 13.0193925 45.8176587, 13.0298232 45.8185446, 13.0319508 45.8188462, 13.0338575 45.8192489, 13.0354561 45.819654, 13.045993 45.8227068, 13.0484915 45.8232986, 13.0528563 45.8241733, 13.0876538 45.829194, 13.102828 45.8313892, 13.1060827 45.8318987, 13.1086586 45.8323983, 13.112408 45.83327, 13.114556 45.8338452, 13.1167384 45.8345034, 13.1192355 45.8353172, 13.1531147 45.8464328, 13.1754067 45.8536944, 13.1818504 45.8556916, 13.213928 45.8653011, 13.2146009 45.8655027, 13.2506381 45.8786967, 13.2543003 45.8800657, 13.2564049 45.8808477, 13.2581522 45.8815098, 13.2604355 45.8824934, 13.2609569 45.8827155, 13.2652992 45.8848978, 13.2700387 45.8874345, 13.2743565 45.8897894, 13.2774543 45.8914419, 13.2789957 45.8923351, 13.2810673 45.8934601)"
25540360,,A4,motorway,1,0,"LINESTRING (9.5599381 45.6152892, 9.5780966 45.6215452, 9.5800198 45.6221912, 9.5824687 45.6230747, 9.5845587 45.6239811, 9.5883747 45.6260122, 9.5973319 45.6310073, 9.6005955 45.6328474, 9.6098219 45.637978)"
25886016,,A4,motorway,1,0,"LINESTRING (9.8617277 45.6317352, 9.8614834 45.6317946)"
25886017,,A4,motorway,1,0,"LINESTRING (9.8614834 45.6317946, 9.8580046 45.6325437, 9.8561337 45.6329499, 9.8371882 45.6370962, 9.8179062 45.6413699, 9.7768063 45.6503545, 9.7703176 45.6517351, 9.7677215 45.6522288, 9.752608 45.6547759, 9.7481231 45.6555328, 9.7076083 45.6631467, 9.690474 45.6663452, 9.6876372 45.6668596, 9.6762216 45.6689716, 9.6723517 45.6696557, 9.671737 45.6697703, 9.6701282 45.6699972, 9.6692918 45.6700286, 9.6684044 45.669954, 9.6676772 45.6698397, 9.666826 45.6696111, 9.6658606 45.6692242)"
25886018,,A4,motorway,1,0,"LINESTRING (9.8614033 45.63169, 9.8616746 45.6316096)"
25886019,,A4,motorway,1,0,"LINESTRING (9.8616746 45.6316096, 9.8914117 45.6250619, 9.8943871 45.6243261, 9.8969289 45.6237708, 9.9003583 45.6230409)"
26085415,Brenner Autobahn,A13,motorway,1,0,"LINESTRING (11.5072275 47.0162597, 11.5072663 47.016567, 11.5072178 47.0170008, 11.5071074 47.0173833, 11.5066886 47.0180277, 11.5062509 47.01849, 11.505242 47.0192135)"
26085417,Brenner Autobahn,A13,motorway,1,0,"LINESTRING (11.5071738 47.0160381, 11.5072275 47.0162597)"
26085430,Brenner Autobahn,A13,motorway,1,0,"LINESTRING (11.5068552 47.0162647, 11.5067773 47.0160706)"
26085460,Brenner Autobahn,A13,motorway,1,0,"LINESTRING (11.5067773 47.0160706, 11.5065863 47.0155519, 11.5062022 47.0146752, 11.5060996 47.0138988, 11.5062094 47.0132202, 11.5064093 47.012685, 11.5068081 47.01211, 11.5075258 47.0112146)"
26200498,,A4,motorway,1,0,"LINESTRING (10.6733847 45.4302618, 10.6636093 45.4309059, 10.6554207 45.4314463, 10.647781 45.4319205, 10.6403628 45.4324135, 10.6347649 45.4327063, 10.629677 45.4329409, 10.6233828 45.4332553, 10.6138017 45.4337291, 10.6099484 45.4339239, 10.6040715 45.4342155, 10.6002251 45.4344359, 10.5976649 45.4347717, 10.5957544 45.4350876, 10.5901305 45.4361314, 10.5847827 45.4371509, 10.5775894 45.4384878, 10.5700202 45.4398854, 10.5620999 45.441341, 10.5558425 45.4425279, 10.5485482 45.4438889, 10.5438365 45.4447209, 10.5393196 45.4455886, 10.5364252 45.446228, 10.5330801 45.4472382, 10.5321459 45.4475247, 10.5312104 45.4477865, 10.5285438 45.4485084, 10.5264801 45.4489164, 10.5262578 45.4489533, 10.5234727 45.449395, 10.5213329 45.4496125, 10.5177133 45.4500136, 10.5167396 45.4500602, 10.501331 45.4515202, 10.4925835 45.4524423, 10.4837019 45.4535089, 10.4804747 45.4536895, 10.4764921 45.45384, 10.4741232 45.4540207, 10.470175 45.4545144, 10.4672224 45.4551526, 10.4538071 45.458488, 10.4512321 45.4590479, 10.4322893 45.462991, 10.4307186 45.4632171, 10.4286844 45.4634071, 10.4236072 45.4638352, 10.4154407 45.464496, 10.4051654 45.4653469, 10.4006807 45.4657053, 10.3985559 45.4659862, 10.3846113 45.4683184, 10.3767569 45.470064, 10.3639137 45.4729899, 10.355113 45.4749697, 10.3521835 45.4756194, 10.3357298 45.4793147, 10.3292708 45.4807984, 10.3227885 45.4822765, 10.3155027 45.4839239, 10.3107124 45.4851021, 10.3052986 45.4864573, 10.300733 45.4875779, 10.2996545 45.4878408, 10.2944216 45.4891361, 10.290002 45.4903169, 10.2844478 45.492132, 10.2780311 45.4942235, 10.2719473 45.4960725, 10.2639934 45.4983169, 10.2584139 45.4998909, 10.2496665 45.5023384, 10.2427381 45.5039681, 10.2377348 45.5051067)"
26200730,,A4,motorway,1,0,"LINESTRING (13.805776 45.6965067, 13.8061749 45.6953784, 13.806546 45.6943017, 13.8069435 45.6934289, 13.8077468 45.6925583, 13.8082814 45.6916541, 13.8092246 45.6895761, 13.8097813 45.688661, 13.8111363 45.6865782, 13.8119929 45.6855461, 13.8135854 45.6837105, 13.8141004 45.6830749, 13.8144437 45.6826252, 13.8152076 45.6816178, 13.8161174 45.6801846, 13.8194069 45.6742847, 13.8198409 45.6734741, 13.8206133 45.672433, 13.8228583 45.6698859, 13.8264274 45.6655474, 13.8292997 45.6621077, 13.833352 45.6571019, 13.8347339 45.6554461)"
26200735,,A4,motorway,1,0,"LINESTRING (13.807127 45.694369, 13.8066387 45.6953751, 13.806199 45.6961541, 13.8054579 45.6973423, 13.8048381 45.6980661, 13.8033809 45.6993147, 13.8019911 45.7002059, 13.8005868 45.7010268, 13.7992793 45.7017088, 13.7979575 45.702211, 13.7965908 45.7025106, 13.7952377 45.7027651, 13.793712 45.7029273, 13.7917584 45.7030096, 13.7900072 45.702967, 13.7886973 45.702867, 13.7869439 45.7026059, 13.7855072 45.7023904, 13.7783054 45.7009633, 13.7756491 45.7005248, 13.7729144 45.7002434, 13.7703842 45.7001795, 13.7683969 45.7002015, 13.7660227 45.7003175, 13.7630241 45.7007155, 13.7604089 45.7012021, 13.7577925 45.7018233, 13.7531627 45.7029311, 13.7510568 45.7034932, 13.7497682 45.7040399, 13.7488423 45.7045597, 13.7472512 45.7057721, 13.7459941 45.7067536)"
26237754,,A4,motorway,1,0,"LINESTRING (9.5599073 45.615505, 9.5592051 45.615282)"
