latitudine,longitudine,chilometri,STRADA
44.537017009762586,11.364559577409477,0,A13
44.54517371540387,11.369878882609786,1,A13
44.55333652491864,11.375179359077524,2,A13
44.5615170177683,11.380485211071615,3,A13
44.569629454766,11.38587058219775,4,A13
44.57778015636103,11.391218416541427,5,A13
44.585914998590106,11.396584765402574,6,A13
44.59405944906023,11.401940153232228,7,A13
44.6022359444133,11.407211776798077,8,A13
44.61040400826962,11.4124207231727,9,A13
44.61867517287524,11.417435769674748,10,A13
44.63406100904738,11.430513275457836,11,A13
44.6340612935668,11.43046027104378,12,A13
44.64164270084986,11.437258833354798,13,A13
44.64904933584406,11.44439918328317,14,A13
44.656457785688566,11.451661548482544,15,A13
44.663852074430174,11.458835001575544,16,A13
44.67131422860255,11.46599195344581,17,A13
44.678902337903175,11.472615239734916,18,A13
44.68674517418921,11.478838087104558,19,A13
44.69446598039888,11.485286964777377,20,A13
44.70227703352077,11.491529913913476,21,A13
44.71009674434716,11.49778500967532,22,A13
44.71794622251449,11.504053204931711,23,A13
44.72574322930021,11.51037062305473,24,A13
44.73358677405329,11.516566614604148,25,A13
44.74135835579452,11.522902866004676,26,A13
44.74934321078481,11.528676351327691,27,A13
44.75750228090808,11.533985091802244,28,A13
44.76566084383734,11.539353061979554,29,A13
44.77383264613536,11.544687220993431,30,A13
44.7820015222056,11.54997342805542,31,A13
44.79072298944203,11.55247228663022,32,A13
44.79978568420975,11.553317020862508,33,A13
44.80877856379865,11.554166710088658,34,A13
44.817722013609554,11.555522457931128,35,A13
44.82646979168369,11.558677604177054,36,A13
44.843923103264366,11.564724620504354,37,A13
44.852624061857135,11.5678838528244,38,A13
44.86145223010861,11.5699954774292,39,A13
44.87045966881639,11.570038816241455,40,A13
44.87943162821252,11.570132217548384,41,A13
44.888819794094246,11.570151871403732,42,A13
44.89749263937343,11.570177427587709,43,A13
44.9064426482497,11.570432798735542,44,A13
44.91371326446348,11.576726767011795,45,A13
44.92029624592133,11.586124319208968,46,A13
44.925889036137626,11.59590668438968,47,A13
44.931384646301744,11.606040215298384,48,A13
44.93701779453611,11.616008085968852,49,A13
44.94249708570016,11.626048716218936,50,A13
44.94842048723647,11.635504794774072,51,A13
44.956640277271134,11.640964336275022,52,A13
44.96471415110028,11.64632894568028,53,A13
44.972609421060106,11.652629551526504,54,A13
44.98044797671276,11.6588149568606,55,A13
44.9881912575634,11.66520124466026,56,A13
44.99601914428,11.671460608236773,57,A13
45.00378896001984,11.677822605830276,58,A13
45.01158379329652,11.68407389214786,59,A13
45.01918976306443,11.690968180568442,60,A13
45.02668788627078,11.697965444798166,61,A13
45.034398854319335,11.704501761733107,62,A13
45.04227866372647,11.710632284474888,63,A13
45.05017847520549,11.716774264382018,64,A13
45.05796870100056,11.722942977912805,65,A13
45.06587316171626,11.729097506643416,66,A13
45.0736960659904,11.735201923805326,67,A13
45.08160891443119,11.74144081668447,68,A13
45.08960648946646,11.747220844876818,69,A13
45.09789288999381,11.752143521954318,70,A13
45.10610036847087,11.757352096157982,71,A13
45.11367717491417,11.764208218717004,72,A13
45.12131302086137,11.770921443233044,73,A13
45.1299725354328,11.773919173483124,74,A13
45.13896167131452,11.77509497024097,75,A13
45.14789992869681,11.775358417597008,76,A13
45.1569135632117,11.775595036649646,77,A13
45.16619347428432,11.776075996673416,78,A13
45.174887100559296,11.776139967563305,79,A13
45.18381025358413,11.77638056306344,80,A13
45.19283715216976,11.77555854872583,81,A13
45.201869017811205,11.77471341428375,82,A13
45.21085264931734,11.774636947856198,83,A13
45.219773079086586,11.7747128185614,84,A13
45.228749346337445,11.77459092654728,85,A13
45.237783754302455,11.774710385074584,86,A13
45.24676484253139,11.77456227528053,87,A13
45.25561329531299,11.7760802734993,88,A13
45.26407299662954,11.780395927033966,89,A13
45.27246883436328,11.785013695856286,90,A13
45.28008820443974,11.791749851536476,91,A13
45.28763394085643,11.798777322248894,92,A13
45.29465391356197,11.80673546244538,93,A13
45.30157941264431,11.814921073383063,94,A13
45.30910771921225,11.821700021679398,95,A13
45.31720949868659,11.82727834788946,96,A13
45.32525986652524,11.832969209522968,97,A13
45.33315648807173,11.839161616847605,98,A13
45.33887146355571,11.848322490046854,99,A13
45.33955334741689,11.86119403465146,100,A13
45.34095806175144,11.873513398905567,101,A13
45.342731719209,11.88619875326796,102,A13
45.34468108043001,11.898702238958974,103,A13
45.34707774404323,11.910910188320496,104,A13
45.35003517865567,11.923015144563328,105,A13
45.353294308039416,11.93492755650228,106,A13
45.35944460455858,11.944316538123696,107,A13
45.3679316386184,11.948110881790544,108,A13
45.37664960924493,11.951583101340132,109,A13
45.38498838810785,11.955455763653225,110,A13
45.39380398530009,11.959039194776036,111,A13
45.40239700665084,11.962619373068572,112,A13
45.41120035119694,11.961845622715533,113,A13
45.41973505828343,11.956277647292698,114,A13
45.42200834646566,11.957590946091432,115,A13
45.42300406808593,11.961809002347817,116,A13
45.132780669149255,7.730560832176335,0,A04
45.13801380511592,7.740940456833277,1,A04
45.14319703935363,7.751375839545616,2,A04
45.148349151336014,7.761814623507072,3,A04
45.153517943196526,7.772126106736311,4,A04
45.158747031158775,7.782644880456751,5,A04
45.16393584335631,7.793129330582283,6,A04
45.169145577202194,7.803537916163603,7,A04
45.17427996156125,7.813976847362474,8,A04
45.17946735898708,7.824415779024707,9,A04
45.184640749952926,7.834811490917975,10,A04
45.189908296008205,7.8451632583731055,11,A04
45.19483765519745,7.855913233507468,12,A04
45.19954849996511,7.866728983796046,13,A04
45.20430649009416,7.877551895132858,14,A04
45.20905960423776,7.888391448207717,15,A04
45.21373355949216,7.899350749175585,16,A04
45.218304155095296,7.910317652145818,17,A04
45.22276452273553,7.921383141888504,18,A04
45.227271772565445,7.932448461751995,19,A04
45.23178056005215,7.943463273069102,20,A04
45.236162408238336,7.954455898932828,21,A04
45.24001034034215,7.9661886333699,22,A04
45.24384922410432,7.977743211934716,23,A04
45.2483820858818,7.98862407829497,24,A04
45.25412830809466,7.998651949335091,25,A04
45.26089892031082,8.006967036683644,26,A04
45.26801410699134,8.014772642515352,27,A04
45.27517324890851,8.022584320941156,28,A04
45.282276108359895,8.030258262087328,29,A04
45.28950266676772,8.038128971313261,30,A04
45.29662788155997,8.045896266041948,31,A04
45.3036865360608,8.053609560549319,32,A04
45.31081513027949,8.061625223276831,33,A04
45.31789969092336,8.069259811651515,34,A04
45.32516258538056,8.07694403754792,35,A04
45.332345944997215,8.084630469656531,36,A04
45.33949105251727,8.092362987382376,37,A04
45.3466550642364,8.10025212192051,38,A04
45.35381035009366,8.107920165616683,39,A04
45.36098151406556,8.115661208962791,40,A04
45.368148434177655,8.12336114952293,41,A04
45.37525170845975,8.131201437092198,42,A04
45.38239889777119,8.13893965424215,43,A04
45.38951992838135,8.146811141321242,44,A04
45.39669210625449,8.15454286954406,45,A04
45.40377710239819,8.16235559476655,46,A04
45.41083987997252,8.170198458744203,47,A04
45.417541732116966,8.178818990587478,48,A04
45.42358084830101,8.188134460224246,49,A04
45.42865851456956,8.198841555219383,50,A04
45.43265443137727,8.210395157083768,51,A04
45.43600840973737,8.222210194412975,52,A04
45.43844462640801,8.234512407595451,53,A04
45.44046558982166,8.247032943246419,54,A04
45.44256083847858,8.259492103428936,55,A04
45.44478260327494,8.271879089536549,56,A04
45.44679152871751,8.284403463691527,57,A04
45.448823724077904,8.296854790633313,58,A04
45.45086803029659,8.30932297320334,59,A04
45.45287745413296,8.321818221197832,60,A04
45.45496244464627,8.33431497332206,61,A04
45.457003364202826,8.346765112110683,62,A04
45.45909799862255,8.359233294480315,63,A04
45.46078862270384,8.371800319446915,64,A04
45.46167452081748,8.384557200899133,65,A04
45.46256030584104,8.39731673472875,66,A04
45.4630855020416,8.410118725191932,67,A04
45.4637372447413,8.422916204966047,68,A04
45.46442694482712,8.43569113024513,69,A04
45.46530013100243,8.448420946103273,70,A04
45.46626504927055,8.461191360265717,71,A04
45.46721560394752,8.473924474122136,72,A04
45.46814642022294,8.486671199280932,73,A04
45.46910430453904,8.499419697978688,74,A04
45.47004404673048,8.512200772172843,75,A04
45.47096157672283,8.524945785722183,76,A04
45.47192461721162,8.537670185599035,77,A04
45.47278226515081,8.550458969633693,78,A04
45.47385814814821,8.563151472778321,79,A04
45.47470118618649,8.575913074167515,80,A04
45.47476343769414,8.588712435680074,81,A04
45.473195230240265,8.601330226997538,82,A04
45.471348237271854,8.613872956001329,83,A04
45.46956289232202,8.626681079629094,84,A04
45.46906563424435,8.639224216712236,85,A04
45.46887226895402,8.652058846794151,86,A04
45.46868416621689,8.664858347895162,87,A04
45.46853368339738,8.677872439116005,88,A04
45.46826281365193,8.690446634922052,89,A04
45.468082233089135,8.703235406466355,90,A04
45.46778125190311,8.716088509903422,91,A04
45.46758562127328,8.728877282664195,92,A04
45.46735989276751,8.741730427219624,93,A04
45.46742008713704,8.754605030797848,94,A04
45.46804458374636,8.7674474136012,95,A04
45.46901519815107,8.780171813288973,96,A04
45.46975255294015,8.79292839907624,97,A04
45.47014379851291,8.8057600871307,98,A04
45.472273029659895,8.81810897780647,99,A04
45.47680475515117,8.82939176728513,100,A04
45.481063074560375,8.840430610204573,101,A04
45.4852590216934,8.851783876515563,102,A04
45.489194017879946,8.86345060896759,103,A04
45.49202396124591,8.875525459122533,104,A04
45.49431916445613,8.887898353682962,105,A04
45.49634753779631,8.900455483756339,106,A04
45.497848725092325,8.91311886446195,107,A04
45.4993699358259,8.92565286112737,108,A04
45.50060939481402,8.93844220013033,109,A04
45.50191115705075,8.951175670303266,110,A04
45.50310382212789,8.963844606684994,111,A04
45.50419297288023,8.976526772763483,112,A04
45.50509432536322,8.989137311260484,113,A04
45.506094664909504,9.001940272509659,114,A04
45.50733684720751,9.01466419304717,115,A04
45.50871602461803,9.027328778295754,116,A04
45.509980312999495,9.03995735735056,117,A04
45.511407315841,9.052621128384851,118,A04
45.51271689636481,9.065390003387236,119,A04
45.51382392190972,9.078080094224386,120,A04
45.5143424897888,9.090942461665604,121,A04
45.51492353022469,9.103545444727567,122,A04
45.51549325036615,9.1165312605209,123,A04
45.5192795967216,9.127674256269788,124,A04
45.52437139690791,9.13824735492967,125,A04
45.52943250027887,9.148823584527712,126,A04
45.534528830482095,9.159357410595623,127,A04
45.53926829634434,9.16931615180529,128,A04
45.54288645933968,9.18101198242564,129,A04
45.54606097477414,9.19296884269434,130,A04
45.54830197104725,9.20535602538949,131,A04
45.54881788310648,9.218095996228223,132,A04
45.55049906514445,9.230743879604676,133,A04
45.5522945474813,9.243273322609348,134,A04
45.5542058270488,9.255842795030736,135,A04
45.556036567013,9.268448021245874,136,A04
45.55796786863764,9.280993047400642,137,A04
45.55985154651269,9.293522490178615,138,A04
45.56174400435648,9.30608982481725,139,A04
45.5635627708486,9.318641995491449,140,A04
45.56547226912095,9.331197126929467,141,A04
45.56733254024765,9.343786283058623,142,A04
45.569074213644285,9.356288220109764,143,A04
45.57098404415044,9.368880815539525,144,A04
45.5729075884524,9.381460441739092,145,A04
45.57482096828383,9.39402035085374,146,A04
45.577296408680624,9.4063224445881,147,A04
45.579587325783535,9.418687744045863,148,A04
45.581925944298256,9.431155205513454,149,A04
45.58432561249899,9.443496246421873,150,A04
45.58669555057968,9.455903122122455,151,A04
45.5891704675059,9.468230477306546,152,A04
45.59146864166669,9.480611270496476,153,A04
45.59380153335526,9.493052131982228,154,A04
45.59686872877082,9.505129174676492,155,A04
45.60094350209351,9.516626073157372,156,A04
45.604794953445214,9.52807766968817,157,A04
45.60866875033376,9.53966266739542,158,A04
45.61256012945705,9.551273182766687,159,A04
45.61637758623756,9.56278390058156,160,A04
45.62050044477714,9.574547521626094,161,A04
45.62463868102638,9.585768116828897,162,A04
45.63031284215498,9.595848831211638,163,A04
45.6358620802352,9.605851737009504,164,A04
45.64146338544347,9.616091764628768,165,A04
45.64698386709677,9.626048124338682,166,A04
45.65241381017222,9.63609031485906,167,A04
45.65826315975325,9.646089589993386,168,A04
45.66382831891552,9.656195368729302,169,A04
45.6693575803256,9.666432419673416,170,A04
45.66845645231962,9.678821838195232,171,A04
45.666187342104,9.690660724881676,172,A04
45.66348810030107,9.70400739636466,173,A04
45.66150857357837,9.71585203102585,174,A04
45.65913055136208,9.728573465110737,175,A04
45.65690351920695,9.741136596694483,176,A04
45.65460550147732,9.753370335814832,177,A04
45.65235707734032,9.765963814024191,178,A04
45.64986778273682,9.77822569941887,179,A04
45.64710704095916,9.790525517433233,180,A04
45.64437037294292,9.802815538094231,181,A04
45.64183030299488,9.815067987980566,182,A04
45.63913581119292,9.827388354655945,183,A04
45.63645497547575,9.83967103456319,184,A04
45.63371778714752,9.851748634841517,185,A04
45.63101181777432,9.86419155160577,186,A04
45.62848504313431,9.876402995924048,187,A04
45.625698555257166,9.888654227013811,188,A04
45.62299297497953,9.900861381022327,189,A04
45.62031880150741,9.91315140154038,190,A04
45.616944067198574,9.925077273817209,191,A04
45.61145249348341,9.93476426936322,192,A04
45.60578117099433,9.945110973606136,193,A04
45.60003339204032,9.954709592205008,194,A04
45.59442792138696,9.964723683386556,195,A04
45.588652002375056,9.974373625513527,196,A04
45.58289672717856,9.984569790957416,197,A04
45.579258263455095,9.996136922065922,198,A04
45.576774758571,10.00862962406914,199,A04
45.57452321169438,10.020980336453256,200,A04
45.57209469153877,10.033364959894913,201,A04
45.56980273376724,10.045569881382216,202,A04
45.56758040465366,10.058052896196177,203,A04
45.56540434130955,10.07053375853249,204,A04
45.56305593067472,10.082947978372944,205,A04
45.55949194873642,10.09438660045558,206,A04
45.55428644327113,10.10503005672121,207,A04
45.549135619015054,10.115485034387373,208,A04
45.54389699491867,10.125893619817116,209,A04
45.53879936642285,10.136631241564528,210,A04
45.5337221132968,10.147087333429768,211,A04
45.52885891916464,10.157992998091958,212,A04
45.5239998446506,10.168747342067965,213,A04
45.52060293951869,10.180434410006436,214,A04
45.51959290902928,10.193139071114654,215,A04
45.516452971447926,10.20519714648897,216,A04
45.51114276905718,10.21544887460389,217,A04
45.50690361497334,10.226728860835443,218,A04
45.504666386681706,10.239134640635996,219,A04
45.50175865834975,10.251245609683098,220,A04
45.498318681535984,10.263082263638726,221,A04
45.494979679550426,10.275063266737767,222,A04
45.49128151642683,10.286671915989343,223,A04
45.48816281260511,10.298777037342823,224,A04
45.485025614369626,10.31061369075915,225,A04
45.48214126182127,10.32291948012846,226,A04
45.479471335233455,10.335049287947117,227,A04
45.47668791619862,10.347355076410746,228,A04
45.47377901473847,10.359544651030776,229,A04
45.47109654231842,10.371525654334995,230,A04
45.46848502731736,10.383782601571658,231,A04
45.4663631775155,10.39624950879229,232,A04
45.46490341883416,10.408995366125176,233,A04
45.46395530790376,10.421612476989647,234,A04
45.46240518741815,10.434293961393305,235,A04
45.459967047638415,10.446632122922807,236,A04
45.45715252063472,10.458777165089533,237,A04
45.45442606591509,10.470916962197345,238,A04
45.45340795755861,10.483718861717016,239,A04
45.451984237179104,10.49633862808389,240,A04
45.45078822563945,10.508989734248804,241,A04
45.44951204515439,10.521743990491728,242,A04
45.44684058396236,10.533787900538456,243,A04
45.44419708564129,10.54614275547688,244,A04
45.44193571648926,10.558581093407035,245,A04
45.43956402742033,10.570783159950745,246,A04
45.43738771952752,10.583319529387165,247,A04
45.43506796959814,10.59565160295589,248,A04
45.43397354092269,10.608405729102682,249,A04
45.433282797028426,10.621146395091644,250,A04
45.43281360768567,10.63386848896307,251,A04
45.431966450370574,10.646739161999667,252,A04
45.43100197888793,10.659479827649216,253,A04
45.43025906391557,10.672164776814965,254,A04
45.429430847552815,10.684985756115736,255,A04
45.42924563459199,10.697798107452517,256,A04
45.42937410301536,10.710556425852976,257,A04
45.42945338068858,10.723427917714258,258,A04
45.42870796941076,10.736087944281978,259,A04
45.42747764324706,10.748803755675086,260,A04
45.42615241447413,10.761474511090196,261,A04
45.42425259316487,10.773914164976754,262,A04
45.42014653067032,10.785256465384617,263,A04
45.41765866643577,10.797545382861474,264,A04
45.4163439011353,10.810090268744304,265,A04
45.41690645005676,10.822978999353264,266,A04
45.41788186350008,10.83577842818828,267,A04
45.41700261583832,10.848449233241793,268,A04
45.415070553405954,10.86092584393948,269,A04
45.41427400088379,10.8736777522014,270,A04
45.413497832334606,10.886464378600053,271,A04
45.41188564011772,10.89896801014584,272,A04
45.40867903209858,10.91097404910636,273,A04
45.40540954392438,10.92280139485217,274,A04
45.40276663544992,10.935102310281303,275,A04
45.40016605994256,10.9473174857984,276,A04
45.39805659936645,10.959698543463636,277,A04
45.39708453404653,10.972482769249002,278,A04
45.39732672074444,10.985096919921364,279,A04
45.39883419241841,10.997856526996216,280,A04
45.39985811250508,11.010616134610627,281,A04
45.40102422111324,11.023132701542606,282,A04
45.40254596938817,11.035899161528896,283,A04
45.40337074116852,11.048577754447455,284,A04
45.404824361794624,11.061229913019018,285,A04
45.4093835608476,11.085749263308037,286,A04
45.412366015366544,11.097826864611672,287,A04
45.41612817817865,11.109723696463533,288,A04
45.41987707623255,11.121072998908751,289,A04
45.422177413197566,11.132786451184918,290,A04
45.42124008023312,11.145977337823757,291,A04
45.42021770285626,11.158661852321355,292,A04
45.41940830757549,11.171649825237347,293,A04
45.41680685922239,11.183786710472962,294,A04
45.41471932181792,11.196228460173105,295,A04
45.41365422196536,11.209095050091442,296,A04
45.41220565395026,11.22153679964864,297,A04
45.411012687707405,11.23416062341886,298,A04
45.4095640519492,11.247027213904078,299,A04
45.40875450402336,11.259711729229824,300,A04
45.409520519223015,11.272585887231816,301,A04
45.411906489583785,11.28472417947972,302,A04
45.4147884286304,11.296964734124234,303,A04
45.41777755106918,11.308945737747932,304,A04
45.42110792803273,11.320881816106718,305,A04
45.42576834177859,11.331852372391012,306,A04
45.43078292256201,11.342606405405688,307,A04
45.435594475240855,11.353360438549332,308,A04
45.440101768064885,11.364114470696434,309,A04
45.44400104562357,11.375373727319266,310,A04
45.45002033556053,11.384833412192627,311,A04
45.455110534287286,11.39500781712991,312,A04
45.46123192945027,11.404398300077217,313,A04
45.46767252692904,11.413515590374658,314,A04
45.4739371280649,11.422761128982788,315,A04
45.48042387077856,11.431159317787872,316,A04
45.48791333062682,11.439280398807574,317,A04
45.494701162064175,11.447089130851769,318,A04
45.50167736729863,11.455235864454858,319,A04
45.505749168952846,11.466605377876377,320,A04
45.50987189930387,11.478044708726074,321,A04
45.513680458504936,11.4896641018851,322,A04
45.51740121574915,11.500971146165018,323,A04
45.51800108927568,11.513866535079488,324,A04
45.51770557425823,11.52669391164254,325,A04
45.51671511983646,11.539371521291262,326,A04
45.51575560049162,11.552004959677012,327,A04
45.51597226759261,11.56503595288345,328,A04
45.51699368691797,11.577713562532171,329,A04
45.51482701780533,11.589640235474365,330,A04
45.51182449557358,11.60187611724198,331,A04
45.50826459666821,11.613758617044825,332,A04
45.50476663854448,11.6252443477192,333,A04
45.5009857361049,11.637032211575413,334,A04
45.49720841329888,11.64873801839392,335,A04
45.49318311832084,11.660267133788754,336,A04
45.49005557512567,11.672149632500924,337,A04
45.48618461284634,11.68363457634935,338,A04
45.48215852988535,11.695252038019287,339,A04
45.47841000284184,11.706692005239288,340,A04
45.47469311594563,11.71844198531195,341,A04
45.47063982324234,11.730179469704614,342,A04
45.46792325121555,11.742112222345334,343,A04
45.46601745617049,11.75473113335848,344,A04
45.4635272313781,11.766894816168849,345,A04
45.4600877231281,11.778639148331546,346,A04
45.46015344810857,11.778732853606677,347,A04
45.45652224628996,11.7905406644303,348,A04
45.45455466028927,11.803019497169164,349,A04
45.45278842226793,11.81556458926188,350,A04
45.45110731631883,11.828113290005806,351,A04
45.44937195934718,11.840746727745762,352,A04
45.447361163000245,11.853385886622393,353,A04
45.44506185235144,11.865524178700229,354,A04
45.44276395598926,11.87804887284701,355,A04
45.43991991761448,11.890020899993225,356,A04
45.43638156119665,11.901948432411666,357,A04
45.43196280685199,11.912955714998107,358,A04
45.42716093344086,11.923516757381208,359,A04
45.42165255135255,11.93370605579276,360,A04
45.41951623265327,11.945672126291637,361,A04
45.422237311853046,11.958089445845152,362,A04
45.424841728468856,11.970097210137077,363,A04
45.42727045819343,11.982313442540883,364,A04
45.42972834337499,11.994821530947464,365,A04
45.43215812599435,12.00684845344146,366,A04
45.43472350169082,12.019171865662598,367,A04
45.44026762477217,12.043582833565962,368,A04
45.44256912842508,12.056308144638288,369,A04
45.44482950838476,12.068339988536051,370,A04
45.44774100197543,12.080527105603078,371,A04
45.45293709163695,12.091033240512829,372,A04
45.46045101409749,12.097121968329729,373,A04
45.46825641295444,12.10291802274202,374,A04
45.47333248241164,12.11322865189658,375,A04
45.47660698985445,12.125426072558012,376,A04
45.48333434242042,12.133362051406223,377,A04
45.49168873901937,12.138159363272758,378,A04
45.50074971738272,12.138847040228953,379,A04
45.50973651095625,12.139458037649137,380,A04
45.51871489223802,12.140037841210756,381,A04
45.52761461426449,12.14045581842234,382,A04
45.53666567661234,12.141040693660727,383,A04
45.54534859369607,12.14363813265251,384,A04
45.5538942483091,12.149031077989608,385,A04
45.56212442606112,12.150531317633538,386,A04
45.57007283833538,12.15665329203554,387,A04
45.57572176135877,12.167505883705738,388,A04
45.58020153768457,12.17780193207671,389,A04
45.588030549214935,12.20045323737271,390,A04
45.589185152025166,12.213374810193717,391,A04
45.58803655702284,12.22616316453268,392,A04
45.58745234020846,12.239297582897503,393,A04
45.59057582815771,12.250728186711545,394,A04
45.59306900771362,12.262967618411498,395,A04
45.5912257680851,12.275506604118632,396,A04
45.588666213373216,12.28778966468642,397,A04
45.58383655906983,12.298419638957366,398,A04
45.57951288711232,12.309717464169417,399,A04
45.57620174193326,12.321850105860417,400,A04
45.57382538797022,12.333871438969313,401,A04
45.57518890783228,12.346280162492228,402,A04
45.58094729511829,12.35609723707387,403,A04
45.58712465160769,12.365640539062078,404,A04
45.59368958079638,12.374607666913056,405,A04
45.59992022107964,12.384625443681871,406,A04
45.605059978487695,12.394031022690909,407,A04
45.61051072173797,12.404215761675172,408,A04
45.61623533427498,12.413959696441935,409,A04
45.62090650156745,12.42481228767818,410,A04
45.62588865112034,12.43594315070643,411,A04
45.63129845262912,12.446072235844891,412,A04
45.63639642084546,12.456924827628091,413,A04
45.64180520823473,12.46627475299022,414,A04
45.647485818359335,12.476181221262822,415,A04
45.65273792471324,12.48720077545132,416,A04
45.65715391878617,12.498125221100755,417,A04
45.661743883480895,12.509256083912026,418,A04
45.666372365130286,12.52016432990717,419,A04
45.67061156293139,12.53084995846238,420,A04
45.67656145492723,12.541201661280342,421,A04
45.68153865641133,12.552388179194056,422,A04
45.68635989813219,12.56293467221037,423,A04
45.691574672684006,12.573378093357269,424,A04
45.696628282984776,12.584230684896369,425,A04
45.7007097117725,12.595639819924546,426,A04
45.70490744201543,12.606993300483122,427,A04
45.70995984738904,12.61745631174757,428,A04
45.71536152948018,12.627752359982928,429,A04
45.721276362231045,12.637310031862132,430,A04
45.7264049908809,12.64799566027722,431,A04
45.73071733694879,12.65940479490308,432,A04
45.73424749868381,12.67105826024118,433,A04
45.737654715424014,12.682771842706078,434,A04
45.741606856208925,12.694378121419392,435,A04
45.74503617333129,12.706031201460547,436,A04
45.748857164141086,12.717871478515384,437,A04
45.75323302034745,12.7296649561467,438,A04
45.75907784524533,12.7393056561265,439,A04
45.765026164047725,12.748601855615256,440,A04
45.77077801212506,12.758484666928382,441,A04
45.77606610496505,12.768874159121252,442,A04
45.7814110104023,12.779348574277572,443,A04
45.7854253240944,12.79072085589611,444,A04
45.78806873869482,12.80288872931847,445,A04
45.78999410993303,12.815711796973511,446,A04
45.79296361998042,12.827598874147457,447,A04
45.79629448708287,12.839491875894025,448,A04
45.79890766580498,12.852044640343896,449,A04
45.80108517044126,12.86456082708676,450,A04
45.80362996781464,12.876775499833814,451,A04
45.80488380950744,12.889981986091705,452,A04
45.80511217793472,12.902617854045712,453,A04
45.804981681808414,12.9155345206276,454,A04
45.80625235092166,12.927971598725025,455,A04
45.80749202353258,12.94051386765715,456,A04
45.808274960475806,12.953945328452685,457,A04
45.80967769491499,12.966393998362928,458,A04
45.81208424611307,12.978944129034202,459,A04
45.81413926265861,12.991205602508536,460,A04
45.81609635070458,13.00430946557195,461,A04
45.81753773350644,13.016835530551743,462,A04
45.818588800948106,13.029754106247726,463,A04
45.82161200829983,13.041696350351824,464,A04
45.82451057650001,13.053944805982752,465,A04
45.82634357119845,13.066533836071322,466,A04
45.82787957896669,13.079052758811908,467,A04
45.82990949998711,13.09182831110368,468,A04
45.83187591540174,13.104330751787526,469,A04
45.83449540686436,13.116468425615738,470,A04
45.838491268261066,13.12818187760107,471,A04
45.84217112764335,13.140045033181451,472,A04
45.84612302368061,13.15182252764092,473,A04
45.849869660190805,13.163364772487352,474,A04
45.85368422617404,13.175147581729696,475,A04
45.85717148944783,13.186921725465252,476,A04
45.86082759729368,13.198544140228234,477,A04
45.86433554413944,13.210470012519847,478,A04
45.86832926233892,13.221940699032409,479,A04
45.87241493689177,13.233454477726022,480,A04
45.876723751099455,13.24498854894435,481,A04
45.880948957187535,13.25621646924223,482,A04
45.88601878036821,13.267019549250426,483,A04
45.89139490713538,13.276970590802428,484,A04
45.8960758877052,13.288222566140869,485,A04
45.894066617012285,13.300347919095568,486,A04
45.891586298615216,13.312774793739658,487,A04
45.88862235927253,13.324900145422298,488,A04
45.88535681925886,13.33716984652973,489,A04
45.88234230424195,13.34922302349997,490,A04
45.87962910083699,13.361059678027148,491,A04
45.87681526843902,13.37369025462518,492,A04
45.873800289843146,13.385671258307502,493,A04
45.87023235400355,13.397724435277745,494,A04
45.866166148121735,13.40933681043728,495,A04
45.86164275247968,13.420523890858762,496,A04
45.856867657703695,13.43135009874998,497,A04
45.85420347925509,13.443547626112252,498,A04
45.85264512706548,13.456322550206462,499,A04
45.84867364502226,13.46758180534034,500,A04
45.84455104716022,13.479057586071043,501,A04
45.842522741642505,13.491122798636685,502,A04
45.8420742962672,13.50395448552174,503,A04
45.83690196502023,13.51228006162776,504,A04
45.82869800523434,13.520353311138312,505,A04
45.821974226778806,13.528001266799954,506,A04
45.81729820409851,13.540634635424894,507,A04
45.81562643907161,13.552219632309344,508,A04
45.811646690689145,13.56165401507402,509,A04
45.80787754718652,13.573112411054986,510,A04
45.80129589146012,13.581910056432127,511,A04
45.7936063360624,13.587617797578318,512,A04
45.786214985114206,13.595170898359456,513,A04
45.778643071049984,13.60139362315899,514,A04
45.77584409834019,13.614238853784084,515,A04
45.77508900066491,13.626508554891515,516,A04
45.77372979891838,13.639139131372296,517,A04
45.76743676717228,13.648016622022938,518,A04
45.76314673225109,13.658565321319855,519,A04
45.74320974221507,13.691208015209988,520,A04
45.721253985316096,13.72401108294284,521,A04
45.70015699753534,13.765856453322888,522,A04
45.68290279199525,13.812808865792087,523,A04
45.65141349696724,13.83579535272489,524,A04
45.63471231458084,13.840444801386717,525,A04
